BusinessEntityID,Severity,IncidentDate,ClosureDate
10869,High,8/26/2013,8/29/2013
3977,High,4/29/2014,4/30/2014
7163,Low,10/18/2013,10/22/2013
1636,Medium,4/24/2013,4/30/2013
13741,Low,11/21/2012,11/28/2012
1317,Medium,7/9/2013,7/9/2013
9886,High,8/25/2013,8/26/2013
643,High,5/22/2013,5/22/2013
7698,Medium,12/22/2011,12/29/2011
385,Low,6/7/2012,6/9/2012
15772,Low,11/13/2013,11/20/2013
6215,High,6/28/2011,7/5/2011
13683,Low,8/31/2013,9/1/2013
7718,Low,6/29/2011,6/29/2011
11974,Low,10/26/2011,11/1/2011
2528,Low,7/25/2012,7/29/2012
2686,High,8/11/2012,8/11/2012
13512,High,6/18/2011,6/23/2011
10097,High,6/11/2014,6/15/2014
2392,Low,6/1/2011,6/3/2011
5005,High,10/2/2013,10/6/2013
15182,Medium,5/22/2014,5/27/2014
12706,High,7/26/2012,8/2/2012
5207,Low,7/4/2012,7/5/2012
17886,High,11/12/2011,11/16/2011
5077,Medium,4/15/2012,4/18/2012
5421,Low,8/1/2013,8/7/2013
17045,Low,8/16/2012,8/23/2012
1667,Low,3/21/2013,3/22/2013
3829,Medium,6/5/2013,6/8/2013
18216,Low,8/11/2013,8/17/2013
14721,Low,7/17/2013,7/22/2013
13991,High,4/29/2013,5/6/2013
14433,Low,11/25/2012,11/25/2012
5383,Low,3/26/2013,3/30/2013
11755,Low,10/30/2012,10/31/2012
11723,Medium,4/27/2013,5/4/2013
11754,Medium,3/4/2013,3/4/2013
10423,Low,11/17/2011,11/21/2011
16857,Medium,9/10/2013,9/13/2013
5032,High,10/16/2012,10/16/2012
13173,High,3/1/2014,3/2/2014
12381,Medium,3/28/2014,3/28/2014
13052,Medium,6/11/2013,6/15/2013
3884,Medium,12/27/2012,12/28/2012
10952,High,12/25/2013,12/25/2013
14421,High,7/13/2012,7/18/2012
2417,Medium,6/18/2012,6/21/2012
18038,High,4/21/2014,4/28/2014
2444,High,11/26/2012,11/26/2012
8755,Low,2/11/2014,2/18/2014
14628,Medium,6/3/2014,6/10/2014
15011,Low,6/27/2011,7/4/2011
8564,Medium,6/17/2014,6/23/2014
1941,High,3/27/2012,3/29/2012
15854,Low,5/29/2012,6/2/2012
15350,Low,2/10/2012,2/10/2012
6901,Low,4/21/2014,4/27/2014
3179,Medium,10/21/2012,10/22/2012
17236,High,5/6/2014,5/11/2014
7298,Medium,5/20/2013,5/27/2013
1875,Medium,5/22/2013,5/22/2013
10549,High,6/17/2013,6/23/2013
14191,Low,12/22/2012,12/25/2012
9391,Low,9/4/2013,9/8/2013
18081,Low,11/13/2013,11/18/2013
9283,Medium,8/23/2012,8/27/2012
6247,High,8/29/2013,8/31/2013
13472,High,3/9/2013,3/12/2013
2213,Low,3/30/2014,4/2/2014
1243,Medium,1/22/2013,1/28/2013
9138,Medium,1/18/2013,1/25/2013
16226,Low,3/11/2013,3/16/2013
18385,Low,5/30/2012,6/1/2012
9808,High,9/22/2012,9/25/2012
9700,High,9/28/2012,10/1/2012
10170,Medium,7/30/2011,7/30/2011
14909,High,5/22/2014,5/28/2014
10514,Low,11/25/2013,11/27/2013
7166,High,5/12/2013,5/12/2013
7657,Low,1/31/2012,2/3/2012
4489,High,4/17/2014,4/24/2014
1101,Medium,11/15/2011,11/19/2011
4571,Low,9/7/2011,9/10/2011
13819,Medium,6/7/2012,6/10/2012
10363,Low,7/7/2013,7/12/2013
11188,High,11/11/2011,11/11/2011
13185,Medium,10/3/2012,10/4/2012
3873,Medium,3/12/2013,3/16/2013
15939,Medium,1/25/2012,2/1/2012
18300,High,11/12/2013,11/16/2013
2778,Medium,1/26/2012,1/30/2012
8191,Low,4/2/2013,4/9/2013
16198,High,10/24/2013,10/28/2013
11550,High,6/26/2014,7/3/2014
15256,Medium,11/26/2011,11/30/2011
316,Low,6/20/2013,6/22/2013
15834,Low,5/12/2013,5/19/2013
14986,Medium,9/26/2011,10/3/2011
15069,High,2/1/2014,2/2/2014
2663,High,10/26/2013,10/31/2013
7018,Low,11/6/2012,11/6/2012
10900,Medium,3/16/2013,3/18/2013
16210,High,4/17/2013,4/17/2013
10138,High,8/23/2011,8/23/2011
18320,High,3/11/2012,3/11/2012
5361,Medium,8/22/2011,8/27/2011
412,Low,1/8/2014,1/15/2014
13664,Medium,10/2/2012,10/6/2012
17879,Low,2/20/2014,2/26/2014
10239,Low,10/9/2012,10/11/2012
7945,Medium,4/29/2012,4/29/2012
7004,Medium,4/23/2013,4/27/2013
12173,Low,5/26/2013,5/31/2013
11780,Medium,12/12/2013,12/12/2013
2433,Medium,3/26/2013,3/27/2013
12605,Medium,9/27/2013,9/29/2013
12700,High,9/19/2012,9/25/2012
17959,High,1/24/2012,1/30/2012
2508,Low,7/4/2013,7/8/2013
4428,High,2/7/2012,2/7/2012
2848,Medium,10/22/2013,10/29/2013
15406,High,5/12/2013,5/16/2013
8505,High,12/23/2013,12/24/2013
3996,Medium,5/1/2012,5/7/2012
12743,High,7/5/2013,7/10/2013
2274,Medium,11/21/2013,11/23/2013
2671,Medium,10/23/2011,10/26/2011
6638,Medium,8/11/2011,8/11/2011
876,High,6/2/2011,6/9/2011
13450,High,8/10/2012,8/13/2012
1230,Medium,5/7/2013,5/11/2013
9285,High,1/16/2012,1/20/2012
3267,Low,4/8/2012,4/10/2012
10339,High,6/3/2014,6/3/2014
65,Low,1/7/2012,1/7/2012
13321,High,1/7/2012,1/9/2012
12483,High,8/7/2012,8/9/2012
5243,Medium,9/26/2013,9/27/2013
795,Low,1/23/2012,1/29/2012
13002,Low,5/27/2013,5/27/2013
4272,Low,10/27/2011,11/2/2011
5052,Low,1/28/2013,1/29/2013
18371,High,6/16/2014,6/21/2014
17524,High,6/7/2011,6/13/2011
521,Low,4/11/2013,4/16/2013
14697,High,12/24/2013,12/24/2013
5383,Low,1/29/2012,2/5/2012
2721,Low,1/22/2014,1/27/2014
12386,Low,3/7/2012,3/10/2012
15012,Low,5/29/2013,5/30/2013
987,Medium,10/27/2013,10/30/2013
8943,High,12/17/2013,12/22/2013
5736,High,4/16/2012,4/19/2012
2872,Low,7/24/2011,7/24/2011
752,Medium,6/16/2014,6/21/2014
9247,High,5/20/2014,5/21/2014
15998,High,5/21/2013,5/24/2013
1381,Low,7/28/2013,8/2/2013
3660,High,12/4/2012,12/9/2012
13489,High,6/2/2013,6/3/2013
13179,Medium,4/13/2014,4/18/2014
1908,Low,1/24/2014,1/28/2014
11619,High,9/28/2011,10/5/2011
11500,Low,12/3/2013,12/7/2013
10680,High,2/12/2014,2/17/2014
17809,Low,4/17/2012,4/24/2012
12359,Low,9/6/2012,9/12/2012
4218,Medium,2/11/2014,2/11/2014
4932,Low,1/15/2012,1/15/2012
7425,High,11/28/2012,12/5/2012
2471,Medium,3/24/2013,3/30/2013
11136,Medium,2/19/2012,2/21/2012
9863,Low,10/18/2011,10/22/2011
8571,Medium,2/12/2014,2/19/2014
14856,Low,5/9/2013,5/11/2013
13545,Medium,1/14/2014,1/14/2014
702,Medium,2/11/2012,2/17/2012
9228,High,3/7/2012,3/10/2012
17710,Medium,1/29/2012,2/2/2012
483,Medium,4/23/2012,4/25/2012
2903,High,10/11/2013,10/17/2013
2819,High,2/17/2014,2/20/2014
18295,Medium,5/1/2014,5/2/2014
15074,Medium,10/28/2012,10/30/2012
1061,Medium,4/9/2014,4/13/2014
6688,Low,6/20/2011,6/25/2011
1742,High,11/10/2011,11/16/2011
6550,High,6/1/2014,6/1/2014
17346,High,8/31/2011,9/4/2011
4570,Low,6/26/2013,6/26/2013
11133,Low,5/25/2013,5/28/2013
8969,High,4/10/2013,4/15/2013
2958,High,7/28/2012,7/30/2012
8603,High,4/4/2014,4/11/2014
1543,High,10/11/2013,10/15/2013
18381,Low,5/7/2013,5/11/2013
15672,Medium,4/2/2013,4/7/2013
15340,High,6/28/2014,7/3/2014
12633,High,10/5/2013,10/6/2013
11649,Low,2/12/2014,2/13/2014
133,Medium,5/6/2014,5/9/2014
18029,High,1/15/2013,1/18/2013
3033,Medium,11/10/2013,11/16/2013
4871,Low,10/8/2013,10/12/2013
6095,Medium,4/29/2014,5/1/2014
6215,Medium,8/6/2011,8/12/2011
16851,High,6/12/2013,6/16/2013
8180,High,12/12/2013,12/19/2013
13056,Low,12/18/2013,12/18/2013
3699,High,12/11/2013,12/11/2013
18215,Medium,5/15/2013,5/18/2013
10193,High,2/1/2012,2/7/2012
15597,High,12/1/2012,12/5/2012
10168,Low,1/16/2012,1/23/2012
1636,High,5/23/2012,5/28/2012
8805,Low,8/27/2013,8/30/2013
10941,Low,12/31/2013,1/4/2014
13317,Low,4/15/2013,4/21/2013
15774,Medium,3/17/2013,3/17/2013
16822,Low,6/1/2013,6/3/2013
183,Low,4/9/2012,4/10/2012
714,Medium,4/6/2012,4/11/2012
8014,Low,9/20/2013,9/25/2013
16350,Medium,7/22/2013,7/27/2013
12497,Low,7/14/2013,7/16/2013
12116,Medium,10/2/2013,10/3/2013
7136,Low,4/30/2013,5/3/2013
5272,Medium,7/28/2012,7/31/2012
813,Medium,8/3/2013,8/7/2013
16631,Medium,8/13/2011,8/16/2011
9212,High,7/25/2012,8/1/2012
15417,Medium,8/14/2011,8/19/2011
17829,Low,2/1/2012,2/1/2012
16452,High,5/30/2012,6/4/2012
4279,Low,9/16/2012,9/16/2012
13893,Low,1/5/2014,1/7/2014
12130,High,2/22/2014,2/22/2014
9092,High,11/3/2011,11/7/2011
529,Medium,5/27/2013,5/27/2013
2144,High,6/10/2013,6/11/2013
9309,Medium,5/20/2013,5/25/2013
10615,Low,6/21/2013,6/28/2013
6432,Medium,4/30/2014,5/6/2014
1976,Medium,7/21/2013,7/25/2013
2348,Low,3/23/2012,3/23/2012
16500,High,10/3/2013,10/3/2013
6650,Low,5/26/2013,5/29/2013
11261,High,9/25/2011,9/28/2011
12023,Medium,8/2/2011,8/5/2011
8278,Medium,10/7/2013,10/11/2013
12914,High,12/16/2013,12/22/2013
12274,Medium,10/26/2011,10/31/2011
15984,Low,2/24/2012,2/26/2012
6252,Low,3/4/2013,3/8/2013
18475,Low,6/29/2012,7/5/2012
11065,Medium,4/14/2012,4/16/2012
18409,High,4/16/2013,4/22/2013
11785,High,11/25/2011,11/28/2011
532,Medium,8/13/2013,8/18/2013
7913,High,11/28/2013,12/1/2013
17308,Low,5/19/2014,5/22/2014
6262,Medium,4/18/2013,4/23/2013
18033,High,7/2/2011,7/2/2011
14145,High,5/12/2013,5/17/2013
6171,High,3/1/2013,3/2/2013
8838,High,1/27/2012,2/2/2012
18362,Low,12/12/2012,12/15/2012
2884,High,9/27/2013,9/27/2013
6125,High,11/13/2012,11/20/2012
2200,Low,12/19/2011,12/19/2011
5539,High,2/21/2014,2/26/2014
17887,Medium,5/22/2013,5/25/2013
2507,Low,9/30/2013,10/6/2013
18349,Low,11/20/2012,11/21/2012
7965,Medium,2/7/2012,2/10/2012
10376,Medium,7/4/2013,7/4/2013
4100,High,2/6/2013,2/11/2013
15067,Low,1/17/2014,1/21/2014
2320,Medium,10/24/2012,10/28/2012
7406,High,1/31/2012,2/3/2012
9702,Low,6/27/2014,6/30/2014
7660,Low,10/14/2011,10/15/2011
3008,Low,9/25/2013,9/28/2013
13340,Medium,9/13/2012,9/20/2012
16333,High,10/6/2011,10/11/2011
16821,High,6/7/2014,6/10/2014
18197,Medium,3/24/2014,3/28/2014
5664,Low,4/23/2014,4/28/2014
7488,Medium,9/17/2012,9/19/2012
6518,High,7/20/2012,7/22/2012
8979,High,11/10/2012,11/15/2012
6339,High,5/2/2013,5/5/2013
15584,High,9/29/2012,10/5/2012
7234,High,3/28/2012,3/28/2012
5071,Low,6/14/2011,6/19/2011
14212,Medium,8/14/2013,8/14/2013
16592,High,5/27/2013,5/27/2013
10651,High,10/5/2012,10/6/2012
17430,Medium,7/9/2012,7/10/2012
17204,High,11/19/2012,11/21/2012
9754,Low,5/30/2014,6/6/2014
12381,Medium,6/25/2013,7/1/2013
9983,Low,11/13/2011,11/13/2011
7402,Medium,8/13/2011,8/18/2011
14899,High,6/28/2014,7/3/2014
4303,High,4/20/2013,4/27/2013
15117,Low,10/4/2013,10/8/2013
17833,High,7/27/2013,8/2/2013
3394,Low,4/16/2013,4/22/2013
17729,Medium,5/28/2012,6/4/2012
4976,High,10/10/2013,10/10/2013
4689,Low,5/31/2014,6/3/2014
15719,Low,11/19/2012,11/24/2012
6794,Low,6/14/2013,6/21/2013
9445,High,6/24/2011,6/30/2011
14181,High,3/26/2013,3/29/2013
13739,Low,3/29/2013,4/3/2013
17544,Low,10/12/2012,10/15/2012
16230,High,6/24/2011,6/30/2011
201,Low,10/2/2013,10/5/2013
14334,Low,10/6/2011,10/8/2011
8015,Low,8/31/2013,9/6/2013
13180,Medium,12/16/2011,12/20/2011
10205,Medium,8/23/2011,8/30/2011
1491,Low,9/13/2012,9/19/2012
11719,High,3/29/2014,3/29/2014
10243,High,7/25/2013,7/29/2013
16754,High,1/7/2013,1/12/2013
17551,Low,9/9/2013,9/13/2013
7926,High,8/28/2013,9/4/2013
3202,High,7/31/2011,8/6/2011
360,Low,10/13/2013,10/16/2013
18139,Medium,5/26/2014,6/2/2014
11098,Medium,3/12/2012,3/14/2012
12621,Medium,9/26/2013,9/26/2013
4619,Low,5/19/2014,5/23/2014
8433,Medium,10/5/2013,10/8/2013
7593,Medium,6/20/2013,6/27/2013
11692,Low,6/26/2014,7/1/2014
10734,Low,6/24/2013,6/28/2013
673,Medium,6/30/2011,7/6/2011
7698,Medium,4/11/2013,4/11/2013
3226,High,1/5/2012,1/8/2012
12953,Low,11/28/2013,12/5/2013
10760,Medium,7/17/2012,7/18/2012
14822,High,11/9/2013,11/16/2013
2419,Low,8/30/2011,8/31/2011
17301,Medium,3/2/2012,3/7/2012
13043,Medium,10/19/2012,10/20/2012
1335,Medium,10/12/2011,10/19/2011
2837,Low,9/5/2012,9/11/2012
11380,High,2/10/2014,2/11/2014
9018,Low,8/9/2012,8/9/2012
11682,Medium,2/24/2013,3/2/2013
7462,Low,3/19/2014,3/22/2014
14638,Low,8/1/2013,8/6/2013
1969,High,5/22/2013,5/28/2013
7022,Medium,1/3/2012,1/10/2012
10534,High,5/5/2013,5/12/2013
1980,Medium,10/7/2012,10/8/2012
3482,High,2/24/2014,3/1/2014
17329,High,2/24/2013,2/25/2013
8356,Medium,2/2/2012,2/3/2012
11535,High,6/30/2014,7/2/2014
7231,High,7/6/2013,7/7/2013
16804,High,1/4/2012,1/6/2012
8974,Medium,8/1/2013,8/4/2013
7554,High,6/9/2014,6/12/2014
16032,Low,11/1/2011,11/1/2011
6657,High,10/19/2011,10/24/2011
5057,Medium,2/19/2014,2/23/2014
2991,Low,6/20/2012,6/24/2012
16242,Medium,11/5/2011,11/11/2011
384,Medium,8/26/2012,9/1/2012
11769,Low,2/9/2012,2/14/2012
7020,High,11/21/2012,11/23/2012
4125,Medium,12/5/2012,12/9/2012
14072,Low,8/26/2011,8/29/2011
16833,High,4/4/2013,4/5/2013
4226,Medium,9/26/2013,9/29/2013
17411,High,10/20/2011,10/20/2011
3074,Low,6/20/2013,6/21/2013
11212,Low,1/1/2012,1/3/2012
682,Medium,2/22/2014,3/1/2014
13393,High,12/7/2011,12/13/2011
7783,Low,8/31/2011,9/3/2011
3341,Low,1/10/2014,1/13/2014
17187,High,6/14/2014,6/17/2014
14642,Medium,8/10/2013,8/14/2013
12575,High,11/25/2013,11/25/2013
4687,Medium,10/9/2011,10/11/2011
11321,Low,7/19/2011,7/21/2011
7975,Medium,1/10/2014,1/12/2014
16804,Medium,2/28/2014,3/2/2014
6248,High,8/18/2013,8/23/2013
1152,Low,8/29/2011,8/29/2011
1888,Medium,3/6/2014,3/9/2014
6051,Medium,7/18/2012,7/22/2012
9468,High,2/26/2013,3/4/2013
16106,Low,8/29/2013,9/1/2013
4280,Medium,2/21/2014,2/27/2014
3982,Low,12/2/2012,12/8/2012
7230,Low,9/7/2011,9/10/2011
7789,Medium,8/2/2012,8/6/2012
218,Medium,10/13/2012,10/16/2012
6384,Medium,4/18/2014,4/24/2014
16387,Low,2/24/2012,3/2/2012
7623,High,9/7/2011,9/14/2011
6961,High,9/22/2011,9/24/2011
10972,High,12/9/2011,12/16/2011
7276,Medium,10/8/2013,10/9/2013
15481,High,12/15/2013,12/20/2013
2260,Medium,7/15/2013,7/22/2013
5273,Low,10/13/2011,10/20/2011
284,Medium,5/22/2014,5/25/2014
11649,High,11/27/2012,11/28/2012
11256,High,12/3/2011,12/10/2011
12203,Low,7/12/2013,7/15/2013
15415,Medium,12/16/2012,12/19/2012
11297,Low,2/24/2014,2/25/2014
3017,Low,9/6/2012,9/10/2012
11804,Medium,2/28/2014,3/2/2014
7930,Medium,11/12/2013,11/12/2013
937,Low,8/17/2011,8/24/2011
8994,Low,4/9/2014,4/13/2014
1522,Medium,12/23/2012,12/26/2012
165,High,2/27/2013,3/2/2013
13424,Medium,3/23/2012,3/27/2012
3026,Low,10/27/2013,10/29/2013
2402,Low,2/15/2014,2/16/2014
4874,Medium,4/27/2013,4/27/2013
832,Low,7/28/2013,8/1/2013
9172,Low,5/19/2014,5/19/2014
11150,Medium,4/12/2013,4/18/2013
5708,High,10/16/2012,10/16/2012
17845,Medium,5/18/2012,5/18/2012
17068,Low,8/28/2013,8/31/2013
11902,Low,11/20/2011,11/25/2011
17389,Low,2/26/2012,3/3/2012
4833,High,2/18/2013,2/22/2013
590,Low,2/5/2012,2/12/2012
9246,Low,6/18/2012,6/25/2012
10918,High,9/8/2012,9/14/2012
4799,Low,11/20/2011,11/25/2011
1750,Medium,9/22/2011,9/25/2011
17119,High,9/22/2012,9/23/2012
6185,Medium,12/1/2012,12/7/2012
15538,Medium,9/9/2013,9/16/2013
13582,Low,6/13/2013,6/17/2013
14309,Low,4/6/2012,4/8/2012
3744,High,6/19/2011,6/26/2011
5966,High,4/5/2012,4/8/2012
17961,Medium,9/8/2012,9/15/2012
9896,Low,8/26/2013,8/27/2013
17246,Medium,8/22/2011,8/27/2011
7237,Low,11/11/2013,11/17/2013
5985,High,11/29/2012,12/6/2012
15799,Medium,12/20/2011,12/22/2011
14215,Low,1/10/2012,1/15/2012
3583,Medium,6/12/2011,6/17/2011
6206,High,4/14/2014,4/20/2014
5055,Low,12/28/2011,12/28/2011
3751,High,9/28/2011,9/28/2011
8622,High,5/4/2014,5/8/2014
5823,Low,5/15/2014,5/15/2014
11784,Low,6/3/2013,6/5/2013
4679,Medium,12/10/2013,12/14/2013
7465,Medium,6/18/2013,6/25/2013
4989,High,11/9/2013,11/12/2013
12582,Medium,12/20/2013,12/26/2013
14765,Low,1/20/2014,1/22/2014
7203,High,11/26/2012,12/1/2012
6245,Medium,4/24/2014,4/26/2014
3173,Medium,5/1/2012,5/5/2012
10965,Medium,9/19/2013,9/20/2013
1480,Medium,7/31/2012,8/4/2012
15278,Low,6/2/2011,6/6/2011
15348,Medium,3/9/2013,3/16/2013
13286,High,10/24/2013,10/25/2013
2362,Low,3/24/2013,3/29/2013
4267,Low,8/11/2012,8/14/2012
8757,Medium,8/19/2013,8/24/2013
5122,High,5/4/2013,5/9/2013
17628,Low,10/12/2012,10/16/2012
868,Low,11/11/2011,11/11/2011
15696,Medium,12/23/2011,12/27/2011
3338,High,6/7/2011,6/9/2011
10027,High,11/24/2012,11/30/2012
2049,Medium,1/7/2014,1/14/2014
5355,Low,6/13/2012,6/20/2012
9239,Medium,12/18/2011,12/23/2011
14788,High,2/26/2014,3/2/2014
5171,Low,6/30/2012,7/5/2012
1907,High,4/30/2012,5/5/2012
15341,High,6/13/2012,6/20/2012
17499,Low,11/24/2012,11/25/2012
14058,Medium,12/28/2012,12/28/2012
8475,Low,11/1/2012,11/7/2012
11391,Medium,10/3/2012,10/10/2012
6815,Low,11/30/2013,12/1/2013
11861,Low,9/2/2012,9/8/2012
10307,Medium,8/31/2012,9/6/2012
10105,Low,12/17/2011,12/19/2011
6865,Medium,6/1/2013,6/2/2013
14101,High,9/4/2011,9/9/2011
4136,Low,2/4/2012,2/8/2012
4814,High,6/15/2012,6/17/2012
187,Low,8/27/2012,8/28/2012
16647,Low,3/1/2014,3/2/2014
8716,Medium,2/1/2014,2/5/2014
4037,Medium,10/24/2013,10/31/2013
3385,Low,3/20/2012,3/21/2012
2047,High,9/3/2011,9/8/2011
6561,High,11/9/2013,11/14/2013
12732,High,10/1/2013,10/5/2013
314,Low,10/6/2013,10/9/2013
6321,High,4/29/2012,4/29/2012
8202,Medium,12/17/2012,12/21/2012
5308,High,4/2/2014,4/4/2014
18022,Low,8/29/2012,8/30/2012
8566,Medium,11/15/2013,11/22/2013
7527,Medium,10/5/2013,10/10/2013
11826,Low,5/20/2012,5/23/2012
11389,High,8/11/2013,8/12/2013
14352,Low,4/27/2014,5/1/2014
2879,Low,2/20/2013,2/20/2013
1085,Medium,6/3/2014,6/10/2014
16625,High,3/1/2013,3/8/2013
3777,Low,6/28/2012,6/30/2012
9304,Low,9/6/2013,9/6/2013
17126,Low,10/19/2012,10/21/2012
15857,Low,8/10/2013,8/13/2013
2422,Low,6/25/2011,6/27/2011
16807,Medium,5/16/2013,5/20/2013
16461,Medium,8/30/2011,8/30/2011
11708,Medium,12/23/2011,12/25/2011
9555,Low,4/15/2013,4/16/2013
9957,Low,12/15/2011,12/20/2011
725,Medium,8/5/2011,8/5/2011
9623,Medium,11/9/2012,11/12/2012
6142,Medium,4/10/2013,4/11/2013
7439,Medium,7/11/2011,7/17/2011
3526,High,1/28/2013,2/1/2013
13854,Medium,10/14/2013,10/16/2013
1772,High,7/26/2012,7/27/2012
863,Medium,11/16/2011,11/18/2011
929,Low,7/22/2013,7/23/2013
4758,Low,12/20/2011,12/26/2011
5433,High,4/29/2013,4/30/2013
13488,High,6/16/2012,6/23/2012
2106,Medium,6/17/2013,6/18/2013
15681,Medium,11/30/2013,12/1/2013
4955,High,10/6/2013,10/13/2013
16090,High,6/23/2011,6/30/2011
10257,Medium,8/26/2011,9/1/2011
11157,Medium,5/19/2012,5/19/2012
16546,Low,11/23/2012,11/24/2012
6214,High,2/2/2012,2/6/2012
13172,High,8/6/2013,8/13/2013
16755,High,8/4/2011,8/8/2011
16053,High,8/17/2012,8/18/2012
14690,Low,6/26/2012,6/27/2012
5196,High,8/24/2013,8/28/2013
1862,Medium,5/30/2014,6/4/2014
9602,Medium,2/22/2012,2/26/2012
2689,Medium,6/3/2011,6/7/2011
14969,High,11/3/2012,11/6/2012
12857,Low,3/12/2012,3/14/2012
11156,Low,6/13/2013,6/16/2013
3180,High,9/20/2011,9/26/2011
16851,Medium,6/21/2014,6/24/2014
6171,Medium,6/27/2013,6/30/2013
8907,High,2/20/2012,2/25/2012
13244,High,3/18/2014,3/21/2014
985,Medium,11/12/2011,11/13/2011
4467,Low,12/12/2011,12/15/2011
8932,Medium,4/26/2014,4/30/2014
313,High,6/14/2012,6/19/2012
7655,Medium,7/19/2013,7/24/2013
4920,Low,5/27/2014,5/29/2014
12374,Medium,5/7/2013,5/14/2013
6251,Medium,3/16/2014,3/20/2014
14585,Medium,6/26/2012,6/27/2012
471,Medium,2/20/2014,2/26/2014
18471,Low,11/10/2011,11/11/2011
16817,Medium,1/8/2012,1/13/2012
14342,Low,1/30/2012,1/30/2012
3028,Low,5/30/2013,6/5/2013
8522,Low,6/18/2012,6/24/2012
9436,High,1/24/2013,1/30/2013
8194,Low,12/23/2012,12/24/2012
3553,Low,1/20/2013,1/27/2013
5261,Medium,12/3/2011,12/7/2011
5631,Medium,12/26/2011,12/27/2011
16283,High,9/19/2013,9/26/2013
15211,Low,1/16/2012,1/17/2012
16765,Medium,8/29/2013,8/30/2013
7059,Low,11/18/2012,11/19/2012
6253,Medium,1/1/2013,1/2/2013
16234,High,10/3/2013,10/4/2013
4319,High,7/26/2012,7/30/2012
2739,High,9/17/2012,9/24/2012
8713,High,4/8/2012,4/9/2012
17475,Medium,3/24/2013,3/24/2013
13431,Low,2/13/2014,2/15/2014
15326,High,6/26/2013,7/1/2013
586,High,3/15/2014,3/17/2014
16524,Medium,7/28/2011,8/4/2011
12695,Low,11/5/2013,11/9/2013
14786,Low,1/21/2014,1/28/2014
12392,Low,4/16/2013,4/20/2013
10238,Low,8/24/2013,8/27/2013
9079,High,7/31/2012,8/3/2012
8627,High,2/15/2012,2/20/2012
10421,Medium,11/2/2012,11/8/2012
7020,Low,11/24/2012,11/30/2012
18078,Low,6/9/2012,6/10/2012
18059,Low,6/18/2011,6/23/2011
12285,Low,4/20/2013,4/22/2013
6342,Low,1/16/2014,1/22/2014
5149,High,12/5/2012,12/9/2012
18456,Medium,6/1/2012,6/7/2012
1158,High,2/5/2014,2/8/2014
3574,Low,8/12/2013,8/14/2013
7993,High,4/27/2014,5/1/2014
2541,High,4/8/2013,4/10/2013
17330,Low,10/4/2013,10/8/2013
6548,Low,12/27/2013,1/2/2014
13778,High,4/14/2013,4/20/2013
4735,High,12/13/2013,12/14/2013
1005,High,12/15/2011,12/20/2011
14898,Medium,3/31/2014,3/31/2014
11689,High,4/17/2013,4/22/2013
7933,Low,1/18/2013,1/22/2013
11064,High,12/5/2012,12/8/2012
18020,Low,11/24/2011,11/30/2011
2801,High,5/2/2013,5/5/2013
9327,Medium,2/11/2013,2/15/2013
14198,Medium,9/16/2013,9/20/2013
1126,Medium,11/14/2011,11/18/2011
16097,Low,7/7/2013,7/14/2013
7103,Medium,7/23/2013,7/29/2013
3480,Medium,1/26/2013,1/31/2013
11561,High,9/15/2011,9/20/2011
18122,Low,6/25/2013,7/1/2013
704,High,9/27/2013,9/28/2013
3055,Low,5/10/2012,5/15/2012
7027,Low,8/31/2012,9/5/2012
15511,Low,11/22/2013,11/23/2013
9956,Low,4/23/2012,4/28/2012
1944,High,5/19/2012,5/20/2012
11237,Low,6/17/2012,6/23/2012
11647,Medium,12/15/2013,12/16/2013
18428,Medium,7/22/2012,7/24/2012
16898,Medium,3/6/2013,3/9/2013
1123,Low,4/8/2012,4/13/2012
14021,Medium,4/17/2014,4/20/2014
15299,Low,1/21/2013,1/21/2013
2520,Low,3/23/2013,3/24/2013
2490,Low,5/2/2013,5/9/2013
4311,Low,2/8/2014,2/14/2014
2110,Low,9/18/2013,9/25/2013
3580,High,2/11/2012,2/18/2012
3127,Low,8/26/2012,8/27/2012
9076,High,8/20/2012,8/24/2012
9528,Medium,1/2/2014,1/9/2014
2856,High,9/5/2012,9/9/2012
11263,Low,12/16/2011,12/21/2011
2272,Low,8/18/2012,8/22/2012
5968,Low,9/30/2011,9/30/2011
2232,Low,6/9/2012,6/13/2012
10755,High,3/17/2012,3/19/2012
64,Low,4/18/2013,4/25/2013
5960,High,7/7/2011,7/7/2011
17471,Low,7/11/2012,7/18/2012
6255,Medium,5/27/2013,5/27/2013
7211,High,9/24/2011,9/29/2011
218,Medium,3/8/2014,3/9/2014
2316,High,1/13/2012,1/14/2012
10396,Low,3/5/2013,3/7/2013
8928,Medium,1/13/2012,1/14/2012
5707,High,5/26/2013,5/28/2013
11053,Low,7/26/2012,7/30/2012
1095,High,1/30/2013,2/3/2013
13167,High,11/13/2013,11/20/2013
7337,Low,6/10/2014,6/14/2014
14684,High,7/5/2012,7/7/2012
11298,Low,6/11/2012,6/13/2012
17698,Medium,6/4/2012,6/10/2012
16906,High,4/8/2013,4/12/2013
2204,Medium,3/26/2012,3/28/2012
7402,High,9/17/2011,9/22/2011
8150,High,9/11/2011,9/13/2011
10550,Medium,11/5/2012,11/8/2012
3965,Low,9/23/2013,9/27/2013
2081,Low,7/25/2013,7/28/2013
4408,High,9/6/2012,9/8/2012
7291,Medium,6/9/2011,6/15/2011
13454,Medium,11/15/2013,11/15/2013
2423,Medium,12/26/2012,12/26/2012
